Text,Binary Language
sistemi di tipo probabilistico erano invasi di problemi sia teoretici sia pratici in termini di acquisizione e rappresentazione dei dati,1
negli anni ottanta i sistemi esperti dominavano il campo dell ia e i sistemi basati sulla statistica non venivano più studiati,1
lo studio dell apprendimento simbolico e knowledgebased continuò nell ambito dell ia portando a sviluppare la programmazione logica induttiva ma ora la ricerca più prettamente statistica si svolgeva al di fuori del campo vero e proprio dell intelligenza artificiale nel riconoscimento di pattern e nell information retrieval,1
un altro motivo per cui lo studio dell apprendimento automatico fu abbandonato fu la pubblicazione del libro perceptrons an introduction to computational geometry di marvin minsky e seymour papert che vi descrivevano alcune delle limitazioni dei percettroni e delle reti neurali,1
la ricerca sulle reti neurali subì un significativo rallentamento a causa dell interpretazione del libro che le descriveva come intrinsecamente limitate,1
anche la linea di ricerca sulle reti neurali continuò al di fuori del campo dell ia portata avanti da ricercatori provenienti da altre discipline quali hopfield rumelhart hinton e fukushima,1
il loro successo principale fu a metà degli anni con la riscoperta della backpropagation e della selforganization,1
l apprendimento automatico sviluppatosi come campo di studi separato dall ia classica cominciò a rifiorire negli anni,1
il suo obiettivo cambiò dall ottenere l intelligenza artificiale ad affrontare problemi risolvibili di natura pratica,1
distolse inoltre la propria attenzione dagli approcci simbolici che aveva ereditato dall ia e si diresse verso metodi e modelli presi in prestito dalla statistica e dalla teoria della probabilità,1
l apprendimento automatico ha inoltre beneficiato dalla nascita di internet che ha reso l informazione digitale più facilmente reperibile e distribuibile,1
tom m mitchell ha fornito la definizione più citata di apprendimento automatico nel suo libro machine learning si dice che un programma apprende dall esperienza e con riferimento a alcune classi di compiti t e con misurazione della performance p se le sue performance nel compito t come misurato da p migliorano con l esperienza e in poche parole si potrebbe semplificare dicendo che un programma apprende se c è un miglioramento delle prestazioni dopo un compito svolto,1
questa definizione di mitchell è rilevante poiché fornisce una definizione operativa dell apprendimento automatico invece che in termini cognitivi,1
fornendo questa definizione mitchell di fatto segue la proposta che alan turing fece nel suo articolo computing machinery and intelligence sostituendo la domanda le macchine possono pensare,1
con la domanda le macchine possono fare quello che noi in quanto entità pensanti possiamo fare,1
l obiettivo principe dell apprendimento automatico è che una macchina sia in grado di generalizzare dalla propria esperienza ossia che sia in grado di svolgere ragionamenti induttivi,1
in questo contesto per generalizzazione si intende l abilità di una macchina di portare a termine in maniera accurata esempi o compiti nuovi che non ha mai affrontato dopo aver fatto esperienza su un insieme di dati di apprendimento,1
gli esempi di addestramento in inglese chiamati training examples si assume provengano da una qualche distribuzione di probabilità generalmente sconosciuta e considerata rappresentativa dello spazio delle occorrenze del fenomeno da apprendere la macchina ha il compito di costruire un modello probabilistico generale dello spazio delle occorrenze in maniera tale da essere in grado di produrre previsioni sufficientemente accurate quando sottoposta a nuovi casi,1
l analisi computazionale degli algoritmi di apprendimento automatico e delle loro prestazioni è una branca dell informatica teorica chiamata teoria dell apprendimento,1
dato che gli esempi di addestramento sono insiemi finiti di dati e non c è modo di sapere l evoluzione futura di un modello la teoria dell apprendimento non offre alcuna garanzia sulle prestazioni degli algoritmi,1
d altro canto è piuttosto comune che tali prestazioni siano vincolate da limiti probabilistici,1
il biasvariance tradeoff è uno dei modi di quantificare l errore di generalizzazione,1
affinché la generalizzazione offra le migliori prestazioni possibili la complessità dell ipotesi induttiva deve essere pari alla complessità della funzione sottostante i dati,1
se l ipotesi è meno complessa della funzione allora il modello manifesta underfitting,1
quando la complessità del modello viene aumentata in risposta allora l errore di apprendimento diminuisce,1
al contrario invece se l ipotesi è troppo complessa allora il modello manifesta overfitting e la generalizzazione sarà più scarsa,1
oltre ai limiti di prestazioni i teorici dell apprendimento studiano la complessità temporale e la fattibilità dell apprendimento stesso,1
una computazione è considerata fattibile se può essere svolta in tempo polinomiale,1
i compiti dell apprendimento automatico vengono tipicamente classificati in tre ampie categorie a seconda della natura del segnale utilizzato per l apprendimento o del feedback disponibile al sistema di apprendimento,1
queste categorie anche dette paradigmi sono a metà strada tra l apprendimento supervisionato e quello non supervisionato c è l apprendimento semisupervisionato nel quale l insegnante fornisce un dataset incompleto per l allenamento cioè un insieme di dati per l allenamento tra i quali ci sono dati senza il rispettivo output desiderato,1
la trasduzione è un caso speciale di questo principio nel quale l intero insieme delle istanze del problema è noto durante l apprendimento eccetto la parte degli output desiderati che è mancante,1
un altra categorizzazione dei compiti dell apprendimento automatico si rileva quando si considera l output desiderato del sistema di apprendimento automatico,1
l apprendimento automatico e la statistica sono discipline strettamente collegate,1
secondo michael i jordan le idee dell apprendimento automatico dai principi metodologici agli strumenti teorici sono stati sviluppati prima in statistica,1
jordan ha anche suggerito il termine data science come nome con cui chiamare l intero campo di studi,1
leo breiman ha distinto due paradigmi statistici di modellazione modello basato sui dati e modello basato sugli algoritmi dove modello basato sugli algoritmi indica approssimativamente algoritmi di apprendimento automatico come la foresta casuale,1
alcuni statistici hanno adottato metodi provenienti dall apprendimento automatico il che ha portato alla creazione di una disciplina combinata chiamata apprendimento statistico,1
l apprendimento automatico viene a volte unito al data mining che si focalizza maggiormente sull analisi esplorativa dei dati ed utilizza principalmente il paradigma di apprendimento chiamato apprendimento non supervisionato,1
invece l apprendimento automatico può essere anche supervisionato,1
l apprendimento automatico e il data mining infatti si sovrappongono in modo significativo ma mentre l apprendimento automatico si concentra sulla previsione basata su proprietà note apprese dai dati il data mining si concentra sulla scoperta di proprietà prima sconosciute nei dati,1
il data mining sfrutta i metodi dell apprendimento automatico ma con obiettivi differenti d altro canto l apprendimento automatico utilizza i metodi di data mining come metodi di apprendimento non supervisionato o come passi di preprocessing per aumentare l accuratezza dell apprendimento,1
gran parte della confusione tra le due comunità di ricerca scaturisce dall assunzione di base del loro operato nell apprendimento automatico le prestazioni sono generalmente valutate in base all abilità di riprodurre conoscenza già acquisita mentre in data mining il compito chiave è la scoperta di conoscenza che prima non si aveva,1
l apprendimento automatico ha legami molto stretti con l ottimizzazione molti problemi di apprendimento sono formulati come la minimizzazione di una qualche funzione di costo su un insieme di esempi di apprendimento,1
la funzione di costo o funzione di perdita rappresenta la discrepanza tra le previsioni del modello che si sta addestrando e le istanze del problema reale,1
le differenze tra i due campi l apprendimento automatico e l ottimizzazione sorgono dall obiettivo della generalizzazione mentre gli algoritmi di ottimizzazione possono minimizzare la perdita su un insieme di apprendimento l apprendimento automatico si preoccupa di minimizzare la perdita su campioni mai visti dalla macchina,1
la risoluzione automatica di problemi avviene nel campo dell informatica in due modi differenti tramite paradigmi di hard computing o tramite paradigmi di soft computing,1
per hard computing si intende la risoluzione di un problema tramite l esecuzione di un algoritmo ben definito e decidibile,1
la maggior parte dei paradigmi di hard computing sono metodi ormai consolidati ma presentano alcuni lati negativi infatti richiedono sempre un modello analitico preciso e definibile e spesso un alto tempo di computazione,1
le tecniche di soft computing d altro canto antepongono il guadagno nella comprensione del comportamento di un sistema a scapito della precisione spesso non necessaria,1
i paradigmi di soft computing si basano su due principi l apprendimento automatico si avvale delle tecniche di soft computing,1
la programmazione logica induttiva anche ilp dall inglese inductive logic programming è un approccio all apprendimento di regole che usa la programmazione logica come rappresentazione uniforme per gli esempi di input per la conoscenza di base della macchina e per le ipotesi,1
data una codifica della nota conoscenza di base e un insieme di esempi rappresentati come fatti in una base di dati logica un sistema ilp deriva un programma logico ipotetico da cui conseguono tutti gli esempi positivi e nessuno di quelli negativi,1
la programmazione induttiva è un campo simile che considera ogni tipo di linguaggio di programmazione per rappresentare le ipotesi invece che soltanto la programmazione logica come ad esempio programmi funzionali,1
l albero di decisione è un metodo di apprendimento per approssimazione di una funzione obiettivo discreta in cui l elemento che apprende è rappresentato da un albero di decisione,1
gli alberi di decisione possono essere rappresentati da un insieme di regole ifelse per migliorare la leggibilità umana,1
l apprendimento automatico basato su regole di associazione è un metodo di apprendimento che identifica apprende ed evolve delle regole con l intento di immagazzinare manipolare e applicare conoscenza,1
la caratteristica principale di questo tipo di apprendimento è l identificazione ed utilizzo di un insieme di regole relazionali che rappresenta nel suo insieme la conoscenza catturata dal sistema,1
ciò si pone in controtendenza con altri tipi di apprendimento automatico che normalmente identificano un singolo modello che può essere applicato universalmente ad ogni istanza per riuscire a fare su di essa una previsione,1
gli approcci dell apprendimento basato su regole di associazione includono il sistema immunitario artificiale,1
una rete neurale artificiale è un sistema adattivo che cambia la sua struttura basata su informazioni esterne o interne che scorrono attraverso la rete durante la fase di apprendimento,1
in termini pratici le reti neurali sono strutture nonlineari di dati statistici organizzate come strumenti di modellazione,1
esse possono essere utilizzate per simulare relazioni complesse tra ingressi e uscite che altre funzioni analitiche non riescono a rappresentare,1
inoltre esse sono robuste agli errori presenti nel training data,1
gli algoritmi genetici forniscono un approccio all apprendimento che è liberamente ispirato all evoluzione simulata,1
la ricerca di una soluzione del problema inizia con una popolazione di soluzioni iniziale,1
i membri della popolazione attuale danno luogo a una popolazione di nuova generazione per mezzo di operazioni quali la mutazione casuale e crossover che sono modellati sui processi di evoluzione biologica,1
ad ogni passo le soluzioni della popolazione attuale sono valutate rispetto a una determinata misura di fitness con le ipotesi più adatte selezionate probabilisticamente come semi per la produzione della prossima generazione,1
gli algoritmi genetici sono stati applicati con successo a una varietà di compiti di apprendimento e di altri problemi di ottimizzazione,1
ad esempio essi sono stati usati per imparare raccolte di norme per il controllo del robot e per ottimizzare la topologia dei parametri di apprendimento per reti neurali artificiali,1
il ragionamento bayesiano fornisce un approccio probabilistico di inferenza,1
esso si basa sul presupposto che le quantità di interesse sono disciplinate da distribuzioni di probabilità e che le decisioni ottimali possono essere prese a seguito dell analisi di queste probabilità insieme ai dati osservati,1
nell ambito dell apprendimento automatico la teoria bayesiana è importante perché fornisce un approccio quantitativo per valutare le prove a sostegno dell ipotesi alternativa,1
il ragionamento bayesiano fornisce la base per l apprendimento negli algoritmi che manipolano direttamente le probabilità,1
macchine a vettori di supporto support vector machine svm sono un insieme di metodi di apprendimento supervisionato usati per la classificazione e la regressione di pattern,1
dato un insieme di esempi di addestramento ciascuno contrassegnato come appartenente a due possibili categorie un algoritmo di addestramento svm costruisce un modello in grado di prevedere a quale categoria deve appartenere un nuovo esempio di input,1
la discesa dei prezzi per l hardware e lo sviluppo di gpu per uso personale negli ultimi anni hanno contribuito allo sviluppo del concetto di apprendimento profondo che consiste nello sviluppare livelli nascosti multipli nelle reti neurali artificiali,1
questo approccio tenta di modellizzare il modo in cui il cervello umano processa luce e suoni e li interpreta in vista e udito,1
alcune delle applicazioni più affermate dell apprendimento profondo sono la visione artificiale e il riconoscimento vocale,1
la cluster analisi o clustering è in grado di rilevare similarità strutturali tra le osservazioni di un dataset attraverso l assegnazione di un insieme di osservazioni in sottogruppi cluster di elementi tra loro omogenei,1
il clustering è un metodo di apprendimento non supervisionato e una tecnica comune per l analisi statistica dei dati,1
tutti i sistemi di riconoscimento vocale di maggior successo utilizzano metodi di apprendimento automatico,1
ad esempio il sphinxsystem impara le strategie di altoparlanti specifici per riconoscere i suoni primitivi fonemi e le parole del segnale vocale osservato,1
metodi di apprendimento basati su reti neurali e su modelli di markov nascosti sono efficaci per la personalizzazione automatica di vocabolari caratteristiche del microfono rumore di fondo ecc,1
metodi di apprendimento automatico sono stati usati per addestrare i veicoli controllati da computer,1
ad esempio il sistema alvinn ha usato le sue strategie per imparare a guidare senza assistenza a miglia all ora per miglia su strade pubbliche tra le altre auto,1
con tecniche simili sono possibili applicazioni in molti problemi di controllo basato su sensori,1
metodi di apprendimento automatico sono stati applicati ad una varietà di banche dati di grandi dimensioni per imparare regolarità generali implicite nei dati,1
ad esempio algoritmi di apprendimento basati su alberi di decisione sono stati usati dalla nasa per classificare oggetti celesti a partire dal secondo palomar observatory sky survey,1
questo sistema è oggi utilizzato per classificare automaticamente tutti gli oggetti nel sky survey che si compone di tre terabyte di dati immagine,1
i programmi per computer di maggior successo per il gioco del backgammon sono basati su algoritmi di apprendimento,1
ad esempio il miglior programma di computer al mondo per backgammon tdgammon ha sviluppato la sua strategia giocando oltre un milione di partite di prova contro se stesso,1
tecniche simili hanno applicazioni in molti problemi pratici in cui gli spazi di ricerca molto rilevanti devono essere esaminati in modo efficiente,1
l apprendimento automatico solleva un numero di problematiche etiche,1
i sistemi addestrati con insiemi di dati faziosi o pregiudizievoli possono esibire questi pregiudizi quando vengono interpellati in questo modo possono essere digitalizzati pregiudizi culturali quali il razzismo istituzionale e il classismo,1
di conseguenza la raccolta responsabile dei dati può diventare un aspetto critico dell apprendimento automatico,1
in ragione dell innata ambiguità dei linguaggi naturali le macchine addestrate su corpi linguistici necessariamente apprenderanno questa ambiguità,1
altri progetti stiamo tutti cercando modi rapidi per diventare più fluenti in inglese lo so capisco quello che succede è che ci sono solo poche parole che circondano il nostro cervello e abbiamo bisogno di rendere l intera conversazione usando semplicemente fantastico fantastico o epico quindi che ne dici di noi impara alcune nuove parole inglesi intelligenti che puoi usare nella tua vita quotidiana e migliora il tuo vocabolario in pochi minuti,1
quindi oggi impareremo nuove parole intelligenti i loro significati parole di base e frasi di esempio quindi andiamo avanti ehi tutti questo è e state guardando,1
e in questo video ti darò parole intelligenti per l uso quotidiano e alla fine di questo video,1
ti darò anche un consiglio intelligente per suonare un numero di parole intelligenti davvero fluente,1
uno è sommerso palude significa annegamento o inondazione ma palude è spesso usato nel contesto del lavoro come i sono sommerso dal lavoro ho troppo lavoro da fare sono stato sommerso dal lavoro per tutta la settimana ho avuto a malapena il tempo di respirare ora diamo un occhiata alla radice di questa parola,1
palude è un pezzo di zona umida e se qualcuno cammina nel posto sbagliato su una palude potrebbe facilmente annegare e la forma verbale di palude significa affondare quindi ecco come puoi usare questa parola,1
diciamo che hai molti incarichi e hai un test in arrivo e i tuoi amici vengono da te e dicono,1
hey perché non esci con noi puoi dire loro che mi dispiace ma sono sommerso dal lavoro o sono sommerso alcune altre parole che puoi usare al posto di sommerso se ho troppo fare,1
ci sono troppe cose nel mio piatto che sto affogando nel lavoro,1
sono sommerso da incarichi la parola intelligente numero due è catch ora sono sicuro che tu ho sentito questa parola prima di catch significa una situazione impossibile in cui non puoi fare una cosa a meno che tu non abbia fatto l altra e non puoi fare l altra perché non hai fatto la prima,1
ti ho confuso quindi lascia che ti faccia alcuni esempi una situazione di cattura è quando non ottieni un lavoro senza avere esperienza lavorativa,1
ma non puoi fare esperienza finché non ottieni un lavoro catch è stato coniato da joseph heller nel suo famoso libro con lo stesso nome catch quando descriveva alcune regole contraddittorie che erano applicabili ai soldati durante la seconda guerra mondiale,1
un altro esempio di catch è che hai bisogno di un prestito bancario perché non ne hai abbastanza,1
soldi ma non otterresti quel prestito bancario a meno che non provi alla banca che hai abbastanza soldi quindi la prossima volta che sei bloccato in una situazione difficile ricorda,1
per usare la parola catch,1
e ottieni questi sguardi ammirati dai tuoi amici altre parole che puoi usare al posto di catch sono paradosso o dilemma parola intelligente,1
il numero tre è soave soave soave significa essere sofisticato per essere educato in bilico e cool,1
ben educato la parola suave ha diverse origini ma un origine molto interessante della parola è che significa esempio di degustazione piacevole o dolce,1
è così equilibrato e soave soprattutto di fronte alle signore o barack obama è così gentile e raffinato ora ricorda quando sei a una festa la prossima volta e vedi questa persona che è così,1
educato colto e sofisticato,1
non dimenticare di dire ehi chi è quel ragazzo soave là fuori nell angolo che usa questa parola renderà immediatamente il tuo vocabolario,1
molto soave così intelligente la parola numero quattro è atroce atroce la parola atroce significa qualcosa di veramente brutto orribile terribile crudele spaventoso offensivo atroce ha una radice latina chiamata che significa paura crudele o terribile alcuni esempi della parola atroce sono i recenti episodi di stupro a delhi sono stati atroci o vengono curati i prigionieri,1
in modo atroce a volte nelle carceri atroce è usato anche nella vita di tutti i giorni per parlare di qualche malefatta comune e si vuole esagerare,1
per esempio le sue maniere a tavola erano atroci o il suo senso dell abbigliamento è così atroce o la sua grammatica è atroce,1
quindi la prossima volta che sentirai parlare di un atto orribile al telegiornale ricordati di farlo,1
osserva e dì che questo è un atto atroce la parola intelligente numero è stupenda stupenda stupenda significa stupefacente stupefacente,1
ora usiamo spesso la parola fantastico qui è un altra parola che puoi usare al posto di fantastico stupendo per esempio oggi ho ottenuto un punteggio stupendo nel mio test il che significa che ho ottenuto un punteggio molto alto o ho ottenuto un punteggio quasi perfetto la parola stupendo ha radici latine classiche dalla parola che significa,1
essere sbalordito così stupendo è usato per descrivere qualcosa che è straordinariamente buono per esempio lei sembra stupenda con quel vestito o che vista stupenda da questo balcone o sto leggendo questo libro stupendo che non riesco a mettere giù e tu vai e raccontare,1
i tuoi amici che è questo stupendo canale per studenti e alcune altre parole che puoi usare invece di stupendi sono incredibilmente fantastici o eccezionalmente bravi ok quindi prima di continuare con le cinque parole equilibrate in questo video ricordati di mettere un commento sotto questo video,1
per dirmi quale di queste dieci parole era la tua parola intelligente preferita numero sei è in una soluzione in una soluzione significa essere in una situazione problematica per esempio ragazzo sono in una situazione perché ho fatto piani con due amici diversi per questo sera,1
ho perso il telefono e sono in difficoltà o il nostro autobus si è rotto stamattina e io sono in difficoltà il mio amico si rivolge sempre a me per chiedere aiuto quando è in difficoltà e quando va bene se ne dimentica,1
così la prossima volta che prendi i compiti di matematica a scuola ad esempio e se hai lasciato il tuo libro di matematica a scuola puoi dire ai tuoi amici che sei in un vero problema ora potresti pensare che la parola aggiustare abbia qualcosa da fare con la riparazione di qualcosa,1
ma no in una soluzione significa essere in una situazione problematica altre parole che puoi usare invece che in una correzione sono io sono in una zuppa o io sono in un pasticcio o sono in un punto di fastidio o semplicemente sono in un posto la parola intelligente numero è flummox flummox significa confondere qualcuno,1
così tanto che dimenticano cosa fare ora confuso tende ad essere una parola abusata quindi invece di quello perché non usi flummox ad esempio il ragazzo sembrava completamente sconcertato quando l insegnante gli faceva una domanda in classe o il cane era sconcertato guardando al proprio riflesso nello specchio o il turista era sconcertato dalle diverse usanze che,1
ha incontrato durante i suoi viaggi o in un colloquio quando le è stato chiesto perché dovremmo assumerti sembrava completamente sconcertata quindi la prossima volta se ti confondi su qualsiasi domanda ad esempio in un esame allora tu,1
posso sempre dirlo perché non avevo sono stato preparato molto bene per l esame sono rimasto sconcertato da alcune delle domande altre parole che puoi usare invece di sconcertato sono perplesso perplesso o perplesso la parola intelligente numero otto è rendezvous rendezvous rendezvous,1
è un modo molto francese di dire appuntamento o appuntamento ad esempio ho un appuntamento con i miei amici a pranzo di sabato o ho intenzione di incontrarmi con i miei amici al centro commerciale per i film rendezvous può essere usato sia come sostantivo che come verbo per esempio,1
ho un appuntamento con i miei amici stasera o domani ci incontrerò con i miei amici,1
in francia il rendezvous precedente era usato dall esercito per indicare un luogo di incontro per le truppe ora c è qualcosa di leggermente eccitante e segreto nella parola rendezvous anche adesso quindi puoi usare rendezvous per qualsiasi riunione,1
in generale ma ha vinto non è molto appropriato per un incontro ufficiale quindi se hai un appuntamento forse puoi sicuramente dire che una parola intelligente rendezvous numero è ottuso ottuso ottuso è un insulto che useresti quando stai cercando di chiamare qualcuno stupido o non intelligente,1
o ottuso ora hai sentito la parola ottuso in geometria angolo ottuso e angolo acuto quindi un angolo ottuso è un angolo maggiore di gradi ma inferiore a gradi,1
e un angolo acuto è questo angolo acuto inferiore a gradi così acuto come una parola è usata per denotare acuto e quindi anche mentalmente acuto e ottuso denota smussato e quindi anche un po lento nella mente quindi frasi di esempio con ottuso sono l uomo era così ottuso che ha dato via la sua password a un falso chiamante o al bambino ottuso,1
non era in grado,1
per rispondere a una singola domanda sul test o l uomo ottuso ha avuto difficoltà a capire anche le istruzioni di base ora supponiamo che nella tua situazione nella vita quotidiana il tuo ragazzo o la tua ragazza sia arrabbiato con te e non sai perché così puoi,1
dì loro che forse sono ottuso ma non so perché sei così arrabbiato la parola intelligente numero è pigro pigro significa pigro per muoversi in modo lento per essere un po più lento,1
del solito a sembrare un po stanco e mancante,1
nell esempio energetico un pranzo pesante mi rende molto pigro nel pomeriggio ha radici dalla parola che significa una persona lenta e una lumaca è un animale che si muove molto lentamente come una lumaca esempi,1
l economia è stata molto fiacca quest anno o la partita è ripresa dopo un inizio fiacco,1
o gli affari sono stati lenti in questo trimestre puoi usarli nella tua vita quotidiana se ti senti molto stanco un giorno puoi dirlo a tua madre o puoi dirlo,1
i tuoi amici mi sento molto pigro,1
oggi potrei fare con una bevanda energetica altre parole che puoi usare al posto di pigro potrebbero essere letargiche o trascinare i miei piedi quindi quelle erano le parole intelligenti e prima,1
ti do quel consiglio segreto per sembrare molto fluente voglio ricordarti che nel caso tu stia cercando parole intelligenti da usare in una telefonata sto inserendo un collegamento a un video,1
giù nella casella della descrizione per questo e ora il consiglio segreto il consiglio segreto per sembrare fluente è usare non più di una parola o frase intelligente che conosco a volte,1
ci emozioniamo molto perché,1
noi ho imparato un sacco di queste parole intelligenti e tendiamo a racchiuderne due tre quattro in una frase che non suona naturale,1
quindi uno alla volta assicurati di pronunciare la parola nel modo giusto vai su google e digita la parola e nella ricerca in alto vedrai una piccola icona di un altoparlante fare clic su quell altoparlante,1
e ascolta la pronuncia una o due volte,1
e sei pronto per partire e se questo video ti è piaciuto non dimenticare di darci un pollice in su con un commento,1
per me sotto dicendomi quale di queste parole qual è la tua preferita e anche,1
se non hai già premuto il pulsante di iscrizione e l icona della campana accanto ad esso e buona visione,1
ehi ragazzi benvenuti nel mio canale in questo video,1
ti darò le migliori frasi inglesi che puoi usare nella tua vita quotidiana,1
quindi se stai per intraprendere il tuo viaggio,1
in un paese di lingua inglese puoi usarlo totalmente,1
frasi se stai imparando l inglese da un po e vuoi riprendere l apprendimento,1
questo è il miglior video con cui iniziare quindi andiamo a frasi in inglese in minuti si spera,1
frase numero uno questo è un altro modo per chiedere,1
come va,1
come va,1
come va,1
quindi incontri qualcuno e il tempo come va,1
la frase numero due quando non vedi qualcuno da un po gli dici da molto tempo di non vederla quindi significa che non hai visto questa persona forse settimane o mesi da molto tempo la frase non ci vediamo,1
tre se vuoi chiederti cosa stavi facendo,1
chiedi cosa stavi facendo quindi cosa stava succedendo nella tua vita,1
cosa hai fatto per crescerli prima se tutto sta andando,1
beh puoi semplicemente rispondere non puoi lamentarti tutto è davvero fantastico,1
non puoi lamentarti della prossima frase che qualcuno ti dice qualcosa e tu non l hai davvero menzionato nella conversazione come se in qualche modo immaginassero che hai un nuovo lavoro e glielo chiedi,1
come fai a sapere,1
dove hai preso le notizie come come fai,1
sappi che se qualcuno racconta una bella barzelletta puoi dire che è buona,1
è un grande scherzo quindi la frase è buona,1
se vuoi ringraziare qualcuno puoi dire che è molto gentile da parte tua grazie mille per averlo fatto è molto gentile da parte tua è molto gentile da parte tua se qualcuno,1
stava cercando di aiutarti ma non è riuscito a raggiungere il risultato che puoi dire,1
grazie comunque non importa ma grazie comunque,1
grazie per l impegno,1
no grazie comunque e un altra frase che uso nella mia email a volte quando non ho chiesto una persona,1
chiedo e poi dico alla fine,1
grazie in anticipo il che significa che spero davvero che lo farai,1
fallo un po ringraziandoti in anticipo,1
grazie in anticipo se qualcuno ha commesso un errore e ne è davvero arrabbiato,1
puoi solo dire niente preoccupazioni,1
non preoccuparti non preoccuparti il che significa che non preoccuparti,1
va bene,1
non preoccuparti immagina di essere tornato a casa e ci sono tutti i tuoi amici seduti sul tuo divano,1
e tu sei come quello che sta succedendo qui come quello che ci fai qui,1
cosa succede se non hai notato qualcosa o non ha capito la persona a cui puoi sempre chiedere ti ho capito bene,1
e poi vai avanti e spiega dove sei ti ho capito bene,1
se chiedi a qualcuno di non essere arrabbiato di non piangere puoi dire di non prenderlo a cuore,1
non prenderlo a cuore come sul serio non essere così arrabbiato non prenderlo a cuore,1
un altro modo per chiedere se non hai colto una parte di una frase puoi dire che non ho colto l ultima parola,1
mi dispiace,1
puoi ripeterlo perché non ho colto l ultima parola se vuole che qualcuno ripeta di nuovo l intera frase,1
puoi chiedere scusa,1
non stavo ascoltando perché forse eri occupato,1
forse stavi parlando al telefono e qualcuno stava parlando con te e tu sei tipo,1
dio mio,1
scusa non stavo ascoltando,1
puoi ripeterlo,1
mi dispiace,1
non stavo ascoltando un altra frase che uso sempre,1
non importa non preoccuparti se mi fai cadere addosso il tuo caffè,1
è come se non importasse,1
starò bene,1
io vado comunque in lavanderia,1
non importa se vuoi augurare buona fortuna a qualcuno,1
e lo faccio sempre tu puoi dire dita incrociate e tu incroci le dita in quel modo,1
dita incrociate,1
un altra frase che gli americani usano è oh male che lo spiega e la situazione è che non hai ottenuto qualcosa e poi ottieni un effetto extra e lo ottieni,1
e tu sei come oh quello che lo spiega quello che lo spiega,1
un altro modo per dire alla persona di non essere arrabbiata è che puoi dire che le cose accadono come se andasse bene,1
le cose succedono non essere turbato se non hai il nome di una persona con cui vuoi parlare,1
puoi chiedere scusa per il disturbo che sai di vedere,1
qualcuno è impegnato puoi sempre chiedere scusa per il disturbo e poi puoi andare avanti e chiedere,1
mi dispiace disturbarti,1
se sei nel mezzo di qualcosa in qualcuno ti sta chiedendo qualcosa che puoi dire oh,1
sei nel bel mezzo di qualcosa e qualcuno qualcuno ti sta chiedendo di fare qualcosa che dici mi dispiace,1
sarò con te tra un minuto sarò con te dentro e poi riprendi a fare qualcosa e dici dove eravamo,1
come quando ci siamo fermati dov eravamo e devi ripeterlo perché qual è il suono con cui qualcuno sbaglia,1
quindi questo è un ottimo modo per esercitarsi a dove eravamo di nuovo se sei nel mezzo di una conversazione,1
e non hai capito quello che diceva l altra persona puoi dire che stavi dicendo e con un punto interrogativo,1
che significa che spinge la persona a ripetere ancora una volta,1
stavi dicendo,1
se qualcuno ha un lavoro dei suoi sogni su qualunque cosa tu possa dire fortunato tu o qualcuno è entrato all università dei suoi sogni come fortunato te questo è un modo per congratularsi con la persona fortunata o semplicemente sottolineare che è fortunato fortunato te un altro modo per dire che sei davvero arrabbiato è dire che sono impazzito come se fossi così arrabbiato che,1
impazzito è super arrabbiato,1
oh questo è quasi un matto,1
ho dato di matto un altra frase che i madrelingua usano è buona per te e questo potrebbe essere sia positivo che negativo quando dici che sono stato promosso e se dicono bene per te come congratulazioni ea volte se dici come se stessi lasciando questo posto,1
ti fanno bene sarebbe meglio senza di te e questo è un significato negativo quindi ascolta davvero l intonazione,1
se qualcosa ti sorprende puoi anche dire che mi stai prendendo in giro come oh mio dio,1
non posso credere che mi prendi in giro per dire a qualcuno di sorridere e per essere felice puoi sempre dire rallegrati rallegrati,1
se vuoi che qualcuno suoni come se stesse piangendo e lamentandosi di qualcosa che non sta succedendo puoi dire vieni io puoi farlo io,1
dai,1
puoi farlo puoi passare il toefl puoi passare il gmat lo prenderai dai,1
puoi farlo se qualcuno sta facendo davvero bene puoi dire loro di continuare il buon lavoro continuare il buon lavoro come essere bravo come sei e continuare il buon lavoro continuare ad essere un altra frase è colloquiale e questo è ciò che gli americani dire,1
è acceso il che significa che è incredibile che molti americani abbiano detto in california,1
oh è acceso e probabilmente l hai sentito in canzoni che è acceso se qualcuno ha successo dopo i fallimenti quindi puoi dire eccoti ti ho detto che ce la farai se qualcuno ti chiede se sei stanco e vuoi dire che non sei stanco per niente posso dire non un po nah,1
voglio continuare non sono stanco non è quando qualcuno ti chiede se sei sicuro e sei abbastanza sicuro di poter dire che non c è spazio per quello,1
non c è spazio per dubbi in america se vuoi mandare un sms a qualcuno o mandargli un messaggio che dici da testo a testo quindi ti mando un messaggio significa che ti manderò un messaggio tramite whatsapp o un telegramma o messenger di qualsiasi cosa usando mandarti un altro messaggio per rallegrare qualcuno e dirgli di non essere arrabbiato puoi dire che non ne vale la pena come perché stai piangendo,1
non ne vale la pena,1
sei molto meglio del problema su cui piangi non vale le tue lacrime,1
non ne vale la pena personalmente amo la frase you rock che significa che sei fantastico,1
dio mio,1
tu sei forte,1
no hai fatto un lavoro straordinario,1
se qualcuno non lavora molto bene e vuoi che lavori di più puoi dire che dovresti fare un miglio in più il che significa che lavorare di più dovresti fare un miglio in più,1
