Text,Binary Language
பதய பககக கணகணபப சயனமறயன மலம பததக உரவககபபடட கடடரகளல நகழம வளபபடயன தவறகள கணகணககபபடகனறன,0
அடககட தககதலககளளகம கடடரகளகக அரப பதகபப வழஙகபபடடக கறபபடட பயனரகள மததரம தகககம வகயல பதகககபபடகனறன,0
கறபபடததகக சரசசககரய கடடரகள படடபபடட நரவககள மடடம மறறஙகள மறகளளம வகயல கககபபடகனறன,0
தனயஙககள எனபபடம கணனச சயநரலகள மலமக எளமயன மணடம மணடம சயய வணடய பணகள சயயபபடகனறன,0
உதரணமக இவறறன மலம பதவன எழததபபழகளத தரததல ஒழஙகமவப பரசசனகள அலலத பவயயல சர கடடரகளத தவககல பனறவறறக கறபபடலம,0
சல தனயஙககள வணடததகத தகபபககள மறகளளம பயனரகள எசசரபபதறககவம பயனபடததபபடகனறன,0
இதனமலம வற இணயத தளஙகளககன இணபபககள தடககபபடவதட சல கறபபடட பயனர கணகககள அலலத ஐப மகவரகளனல தகபபககள ஏறபடததவதத தடககவம மடயம,0
வககபபடயவலளள தனயஙககள இயககததகக மன நரவககளனல அஙககரககபபடல வணடம,0
வககபபடயவலளள கடடரகள அவறறன வரதத நல அடபபடயலம வடய அடபபடயலம ஒழஙகமககபபடடரககம,0
ஒர பதயகடடர பரமபலம வரவலககணம மறறம சல இணபபககள மததரம கணட ஒர கறஙகடடரயகவ ஆரமபககபபடம,0
அதபல பரமபலன வடயஙகள உளளடககபபடட பரய கடடரகள சறபபக கடடரகள என வகபபடததபபடம,0
சல வககபபடயககளல ஒவவர நளம தகபபளரகளல தரநதடககபபடட சறபபக கடடரயனற வககபபடயவன மதறபககததல கடடபபடம,0
சயகம பதர எனம ஆயவளரன கணடபடபபனபட சல தகபபளரகள ஊககததடன கறபபடட ஒர கடடரயத தகபபதன மலம சறபபககடடரத தரம எடடபபடகறத,0
இல மறகளளபபடட ஆயவனற சறபபககடடரகளடய அவறறன தரஙகள வறபடடரபபதக கணடறநததட கடடரகளன தரததக கணபபதல கழச சயறபட பதய தககதத ஏறபடததவலல எனவம கரதத வளயடடத,0
இல அசசவழப பதபபனற உரவககம நடவடககயன பத ஆஙகல வககபபடய கடடரகளன தரததக கணபபடம அளவததடடததகக எதரன பதய தரககணபபடட மறய அறமகபபடததயத,0
வககபபடய தகபபளரகளன கழவனற வககததடடம ஒனற உரவகக கறபபடட ஒர தறயல தமத பஙகளபபககள வழஙககனறத,0
இததடடததன பசசப பககம மலம பலவற கடடரகளலம மறகளளபபடம மறறஙகள ஒரஙகணபபர,0
வககபபடய கடடறற வககமடய மனபரளல இயஙககறத,0
இத பஎசப மசககவல ஆகய இணய நரல மழகள மலம எழதபபடடத,0
இவறறட எசடஎமஎல சஎசஎச ஆகயவயம பககஙகள வடவமககப பயனபடததபபடகனறன,0
வககபபடய ஒர தன வழஙகயல வர இயஙக வநதத,0
அதன பனனர பலநல வழஙகக கடடமபபகக வககபபடய மறறபபடடத,0
தறபத ககம மறபடட வழஙககள உலகன நனக பகதகளல வககபபடயவ வழஙககனறன,0
மதனமக கடடர தமழ வககபபடய தமழ வககபபடய மயறசயனத ஆம ஆணட ஆரமபமனத,0
தறபத இதல கடடரகள உளளன,0
பயனர கணகககள பதவ சயயபபடடளளன,0
நயயரககச சரநத ஆசரயர மககல மணட எனபவர ஆஙகல வககயப பததகமகத தகததளளர,0
ஆஙகலததல அதக சரளமக மற நம அனவரம வரவன வழகளத தடகறம எனன நடககறத எனபத எனககத தரயம நம மளயச சறற ஒர சல சறகள உளளன மலம இநத மழ உரயடலயம அறபதமன அறபதமன களர அலலத கவயததப பயனபடதத உரவகக வணடம எனவ நம எபபட உஙகள அனறட வழககயல நஙகள பயனபடததககடய சல பதய பதய ஆஙகல சறகளக கறறக களளஙகள மறறம உஙகள சறகளஞசயதத நமடஙகளல உயரததலம,0
எனவ இனற நம பதய ஸமரட சறகளக கறறககளளப பகறம அவறறன அரததஙகள மல சறகள மறறம எடததககடட வககயஙகள எனவ அனவரககம இத பகலம இத நஙகள பரததக கணடரககறரகள,0
இநத வடயவல நன தனசர பயனபடடறககவம இநத வடயவன மடவலம ஸமரட சறகள உஙகளகக தரகறன,0
உணமயலய சரளமக ஸமரட சல எணண ஒலகக நன உஙகளகக ஒர ஸமரட டப கடககப பகறன,0
ஒனற சதபபநலமனத சதபப நலததல மழக அலலத வளளம எனற பரள ஆனல சதபப நலமனத பரமபலம நன பனற வல சழலல பயனபடததபபடகறத நன வலயடன சதபப நலததல இரககறன எனகக அதக வல இரககறத இநத வரம மழவதம நன வலயல சககயரககறன இபபத சவசகக எனகக நரமலல இபபத இநத வரததயன மலததப பரபபம,0
சதபபநலம எனபத ஈரநலததன ஒர பகத மறறம யர ஒர சதபப நலததல தவறன இடததல நழநதல அவரகள எளதல மழகவடவரகள மறறம சதபப நலததன வன வடவம மழகவதக கறககறத எனவ இநத வரததய நஙகள எவவற பயனபடததலம எனபத இஙக,0
உஙகளடம நறய பணகள உளளன எனற சலலலம உஙகளகக ஒர சதன வரகறத உஙகள நணபரகள உஙகளடம வரகறரகள அவரகள சலகறரகள,0
ஏய ஏன நஙகள எஙகளடன ஹஙகவட சயயககடத எனற நஙகள அவரகளடம சலலலம நன மகவம வரநதகறன ஆனல நன வலயல சககயரககறன அலலத சதபப நலததன இடததல நஙகள பயனபடததககடய வற சல சறகள நன சதபப நலமகக கணடளளன,0
சயய,0
என தடடல நன வலயல மழக இரககறன,0
ஸமரட சல எண இரணட கடச எனபத பணகள கறதத நன மயஙகவடடன இபபத நன உறதயக இரககறன கடச கக மனப இநத வரததய நன களவபபடடரககறன அதவத நஙகள மறறதச சயதலனற ஒர கரயததச சயய இயலத மறறதச சயய மடயத ஏனனல நஙகள மதலல சயயவலல,0
நன உஙகள கழபபவடடன எனவ உஙகளகக சல அனபவஙகளத தரகறன வல அனபவம இலலமல உஙகளகக வல கடககதபத ஒர படபப நலம,0
ஆனல நஙகள ஒர வலயப பறம வர அனபவததப பற மடயத ஜசப ஹலலரல அவரத பகழபறற பததகமன கடச எனற பததகததல அவர இரணடம உலகப பரனபத படயனரகக பரநதககடய சல மரணபடன வதகள வவரககம பத உரவககபபடடத,0
கடச இன மறறர எடததககடட உஙகளகக வஙக கடன தவ ஏனனல உஙகளடம பதமனதக இலல,0
பணம ஆனல உஙகளடம பதமன பணம இரபபதக வஙககக நரபககவடடல அநத வஙகக கடனப பற மடடரகள எனவ அடதத மற நஙகள ஒர தநதரமன சழநலயல சககயரபபத நனவல களக,0
கடச எனற வரததயப பயனபடதத,0
கடச கக பதலக நஙகள பயனபடததககடய பற சறகள மரணபட அலலத கழபபமன ஸமரட சல,0
மனறம எண suave suave suave எனறல கணணயமன களரசசயக இரகக அதநவனமக இரகக வணடம,0
சவவ எனற சல பலவதமன தறறஙகளக கணடளளத ஆனல இநத வரததயன ஒர சவரஸயமன தறறம இனமயன அலலத இனமயன ரசககம உதரணம எனற பரள,0
அவர மகவம தயரக இரககறர கறபபக பணகள அலலத பரக ஒபமவகக மனனல மகவம மனமயகவம மரகடடபபடடவரகவம இரககறர இபபத நஙகள அடதத மற ஒர வரநதல இரககமபத நனவல களளஙகள இநத நபர நஙகள பரககறரகள,0
நலல நடதத மறறம கலசசர மறறம அதநவன,0
இநத வரததயப பயனபடதத மலயல அஙகய இரககம அநத ஆடமபரமன பயன யர எனற சலல மறககதரகள உடனடயக உஙகள சறகளஞசயதத உரவககம,0
மகவம மனமயனத ஸமரட சல எண நனக கடரமன கடரமனத கடரமன சல எனபத மகவம மசமன கடரமன கடரமன பயஙகரமன தககதல அடடழயம எனற அழககபபடம ஒர லததன வர உளளத இத கடம எனற வரததயன கடரமன அலலத பயஙகரமன சல எடததககடடகள கடரமன வரததயன சல எடததககடடகள டலலயல சமபததய கறபழபப சமபவஙகள கடரமனவ அலலத கதகள சகசச பறகறரகள,0
சல நரஙகளல சறசசலகளல கடரமன மறயல சல பதவன தவறன சயலகளப பறற பச அனறட வழககயலம பயனபடததபபடகறத அத நஙகள பரதபடதத வரமபகறரகள,0
உதரணமக அவரத அடடவண பழககவழககஙகள கடரமனவ அலலத அவளடய ஆட உணரவ மகவம கடரமனத அலலத அவரத இலககணம கடரமனத,0
எனவ அடதத மற சயதகளல ஒர கடரமன சயல நஙகள கடகமபத நனவல களளஙகள,0
ஸமரட சல எண பரமதமனத பரமதமனத பரமதமனத ஆசசரயமன ஆசசரயம எனற பரள,0
இபபத நம இஙக அறபதமன வரததய அடககட பயனபடததகறம உதரணமக அறபதமன அறபதமன இடததல நஙகள பயனபடததககடய மறறர சல இனற எனத சதனயல ஒர மகததன மதபபண பறறன அதவத எனகக மக அதக மதபபண கடததத அலலத,0
எனகக மகசசறநத மதபபண கடததத ஸடபணடஸ எனற சலலகக களசககல லததன வரகள உளளன,0
தகததப பவத மகவம பரமதமன ஒனற வவரககப பயனபடகறத உதரணமக அவள அநத உடயல பரமதமக இரககறள அலலத இநத பலகனயல இரநத எனன ஒர அறபதமன பரவ அலலத நன இநத பரமதமன பததகததப படததககணடரககறன நஙகள எபபடப பகறரகள எனற கழ வகக மடயத சலலஙகள,0
மணவரகளககன இநத அரமயன சனலன உஙகள நணபரகள மறறம பரமதததறக பதலக நஙகள பயனபடததககடய வற சல சறகள நமபமடயத அரமயனவ அலலத வதவலககக நலலவ எனவ இநத வடயவல சரன ஐநத சறகளத தடரவதறக மனப இநத வடயவன கழ ஒர கரதத வகக நனவல களக,0
இநத பதத சறகளல எத உஙகளகக படதத ஸமரட சல எண ஆற எனபத ஒர பழததரததததல உளளத எனபதச சலவத ஒர சககலன சழநலயல இரகக வணடம எனபதறக உதரணம சறவன நன ஒர பழததரததததல இரககறன ஏனனறல இதறகக நன இரணட வவவற நணபரகளடன தடடஙகளச சயதளளன சயஙகலம,0
நன எனத தலபசய இழநதவடடன நன ஒர பழததரததததல இரககறன அலலத இனற கல எஙகள பஸ உடநதவடடத நன ஒர பழததரததததல இரககறன எனத நணபர எபபதம ஒர பழததரததததல இரககமபத உதவககக எனனடம தரமபவர பகம பத அவர மறநதவடவர,0
அடதத மற நஙகள பளளயலரநத கணத வடடபபடம பறமபத உஙகள கணத பததகதத பளளயல வடடவடடல நஙகள ஒர உணமயன தரவல இரபபதக உஙகள நணபரகளடம சலலலம இபபத சல பழததரததததறக ஏதவத சயய வணடம எனற நஙகள நனககலம எதயவத சரசயதல,0
ஆனல ஒர பழததரததததல ஒர சககலன சழநலயல இரபபதக கறககறரகள ஒர பழததரததததறகப பதலக நஙகள பயனபடததககடய பற சறகள நன ஒர சபபல இரககறன அலலத நன நன ஒர கழபபததல இரககறன அலலத நன தநதரவ சயயம இடததல இரககறன அலலத நன ஒர இடததல இரககறன ஸமரட சல எண எனபத ஃபளமகஸ ஃபளமகஸ எனபத ஒரவர கழபபவத,0
இபபத எனன சயய வணடம எனபத அவரகள மறநதவடகறரகள அதறக பதலக நஙகள ஏன ஃபளமகஸப பயனபடததககடத எனபதறகப பதலக சறவன மழவதமகப பரததன அவள வகபபல ஒர களவயக கடடபத அலலத நய பளமகஸக இரநதபத கணணடயல தனத சநத பரதபலபபல அலலத சறறலப பயண வவவற பழககவழககஙகளல பளகஙகதம அடநதர,0
அவர தனத பயணததனபத அலலத ஒர நரகணலல நஙகள ஏன உஙகள வலகக அமரதத வணடம எனற கடடபத அவர மறறலம பழககமகப பரததர எனவ அடதத மற ஒர தரவல ஏதனம களவகளல நஙகள கழபபமடநதல நஙகள,0
நன எபபதம இலல எனற எபபதம சலல மடயம பரடசகக நன நனறகத தயரததன சல களவகளல நன பளமகஸறகப பதலக பயனபடததககடய பற சறகள கழபபமன அலலத கழபபமன ஸமரட சல எண எடட எனபத ரணடஸவஸ ரணடஸவஸ ரணடஸவஸ,0
சநதபப அலலத தத எனற சலவத மகவம பரஞச வழ எடததககடடக சனககழமயனற மதய உணவகக மல எனத நணபரகளடன சநதபபன அலலத எனத நணபரகளடன மலல சநதகக தடடமடடளளன தரபபடஙகள ரணடஸவஸ ஒர பயரசசலலக அலலத வனசசலலக பயனபடததபபடலம உதரணததறக,0
நன இனற மல எனத நணபரகளடன ஒர சநதபப வததரககறன அலலத நள எனத நணபரகளடன சநதககப பகறன,0
படயனரககன சநதபப இடததக கறகக இரணவததல மநதய சநதபப பயனபடததபபடடத இபபத ரணடஸவஸ எனற வரததயப பறற சறற உறசகமன மறறம ரகசயமன ஒனற இரககறத எனவ இபபத நஙகள எநத சநதபபறகம சநதபபப பயனபடததலம,0
பதவக ஆனல அத வனறத ஒர உததயகபரவ சநதபபகக இத மகவம பரததமனதக இரகக வணடம எனவ உஙகளடம ஒர தத இரநதல நஙகள நசசயமக ஒர ரணடஸவஸ ஸமரட சல எண எனபத மழமயனத அபததமனத நஙகள ஒரவர ஊம அலலத பரயத ஒரவர அழகக மயறசககமபத அதப பயனபடததவரகள,0
அலலத மஙகலன அறவளள நஙகள இபபத வடவயல obtuse கணததலம கடமயன கணததலம obtuse எனற வரததய களவபபடடரககறரகள எனவ ஒர obtuse கணம டகரகக மல ஆனல டகரகக கறவக இரககம,0
ஒர கரமயன கணம டகரககக கறவன இநத கரமயன கணமகம எனவ ஒர சல கரமயக கறககப பயனபடகறத எனவ மனரதயகக கரமயனத மறறம அபததமனத அபபடடமனதக கறககறத அதனல மனதல சறற மதவக இரபபதல உதரணம கணட வககயஙகள மனதன அவர தனத கடவசசலல ஒர பல அழபபளரகக அலலத பரபரபபன கழநதகக கடததர,0
மடயவலல,0
சதனயல ஒர களவகக பதலளகக அலலத அபபடடமன மனதனகக அடபபட வழமறகளப பரநதகளவதல சரமமக இரநதத இபபத அனறட வழககயல உஙகள சழநலயல உஙகள கதலன அலலத உஙகள கதல உஙகளடம கபமக இரககறர ஏன உஙகளல மடயம எனற உஙகளககத தரயத,0
அவரகளடம சலலஙகள நன கடமயக இரககறன ஆனல நஙகள ஏன மகவம வரததபபடகறரகள எனற எனககத தரயவலல ஸமரட சல எண மநதமன மநதமன மநதமன வழமறயகம இத மதவன வகததல மதவக சலல வணடம,0
வழககதத வட சறற சரவகவம கறவகவம இரபபத,0
ஆறறல எடததககடடல ஒர மதய உணவ மதய வளயல எனன மகவம மநதமகககறத அதவத மதவன நபர மறறம ஸலக எனபத ஒர நதத எடததககடடகளப பல மக மதவக நகரம ஒர வலஙக,0
இநத ஆணட பரளதரம மகவம மநதமக உளளத அலலத மநதமன தடககததறகப பறக படட எடககபபடடத,0
அலலத இநத கலணடல வரததகம மநதமகவடடத நஙகள ஒர நள மகவம சரவக உணரநதல அத உஙகள அனறட வழககயல பயனபடததலம ஒர நள உஙகள அமமவடம சலலலம அலலத நஙகள சலலலம,0
உஙகள நணபரகள நன மகவம மநதமக உணரகறன,0
இனற நன ஒர ஆறறல பனததடன சயய மடயம மநதமன இடததல நஙகள பயனபடததககடய பற சறகள சமபலகவ அலலத என கலகள இழபபதகவ இரககலம எனவ அவ ஸமரட சறகள மறறம அதறக மநதயவ,0
மகவம சரளமக ஒலகக அநத ரகசய உதவககறபப நன உஙகளகக தரகறன,0
ஒர தலபச அழபபல பயனபடதத ஸமரட சறகள நஙகள தடகறரகள எனறல நன ஒர வடயவகக இணபப வககறன,0
அதறகன வளகக படடயல கழ இபபத ரகசய மன சரளமக ஒலகக ரகசய மன எனபத சல நரஙகளல எனககத தரநத ஒனறகக மறபடட ஸமரட சல அலலத வககயததப பயனபடததககடத,0
நஙகள மகவம உறசகமக இரககறம,0
நஙகள இநத ஸமரட சறகள நஙகள நறய கறறககணடம அவறறல இரணட மனற நனக ஐ ஒர வககயததல இயலபக ஒலககறம,0
எனவ ஒர நரததல நஙகள உசசரககறரகள எனபத உறதபபடததக களளஙகள,0
சரயன மறயல சல google ககச சனற வரததயத தடடசச சயத மல தடலல நஙகள ஒர சறய ஸபககர ஐகனக கணபரகள,0
ஒரமற அலலத இரணட மற உசசரபபக கடகவம,0
நஙகள சலலத தயரக உளளரகள இநத வடய உஙகளகக படததரநதல எஙகளகக ஒர கரததத தரவகக மறககதரகள,0
இநத வரததகளல எத உஙகளகக படததத மறறம எனனவனற எனனடம கறகறத,0
நஙகள ஏறகனவ சநத பததன அழததவம அதறக அடதததக உளள பல ஐகனயம அழததப பரததல,0
ஏய தழரகள இநத வடயவல எனத சனலகக வரக,0
உஙகள அனறட வழககயல நஙகள பயனபடததககடய மதல ஆஙகல சறறடரகள நன உஙகளகக வழஙகபபகறன,0
எனவ நஙகள உஙகள பயணததத தடஙகப பகறரகள எனறல,0
ஆஙகலம பசம நடடறக இத நஙகள மறறலம பயனபடததலம,0
சறறடரகள நஙகள சறத நரம ஆஙகலம கறறக கணடரநதல நஙகள மணடம கறறலத தடஙக வரமபனல,0
தடஙகவதறக இத சறநத வடய எனவ ஆஙகலததல சறறடரகள நமடஙகளல சலலலம,0
சறறடர எண ஒனற இத கடக மறறர வழ,0
நஙகள எபபட இரககறரகள,0
அத எபபட நடககறத,0
அத எபபட நடககறத,0
எனவ நஙகள ஒரவரச சநதககறரகள அத எபபடப பகறத,0
சறறடர எண இரணட நஙகள யரயவத சறத நரம பரககதபத நஙகள அவர நணட நரம பரகக வணடம எனற சலலஙகள இதன பரள நஙகள இநத நபர வரஙகள அலலத மதஙகள நணட கலமக பரதததலல எனற அரததம,0
மனற நஙகள எனன சயத கணடரககறரகள எனற கடக வரமபனல,0
உஙகள வழககயல எனன நடககறத எனற நஙகள கடகறரகள,0
எலலம பகறதனறல அவறற வளரபபதறக மனப நஙகள எனன சயதரகள,0
எலலவறறயம நஙகள உணமயலய பகர சயய மடயத,0
அடதத சறறடர யரவத உஙகளககச சலகறரகள நஙகள ஒர பதய வல இரபபதக எபபடயவத யகககறரகள என நஙகள அத உரயடலல கறபபடவலல நஙகள அவரடம கடகறரகள,0
உஙகளகக எபபட தரயம,0
நஙகள எபபட இரககறரகள பனற சயத எஙகரநத வநதத,0
யரவத ஒர நலல நகசசவயச சனனல அத ஒர நலல வஷயம எனற நஙகள கறலம,0
இத ஒர சறநத நகசசவ எனவ சறறடர இத ஒர நலல வஷயம,0
நஙகள ஒரவரகக நனற சலல வரமபனல அத மகவம வகயனத எனற நஙகள கறலம அதச சயததறக மகக நனற அத உஙகளகக மகவம வகயனத யரவத இரநதல அத உஙகளகக மகவம வகயனத,0
உஙகளகக உதவ மயறசததத ஆனல நஙகள சலலககடய மடவ அடய மடயவலல,0
நனற எபபடயரநதலம பரவயலல ஆனல எபபடயம நனற,0
உஙகள மயறசகக நனற,0
எபபடயம நனற இலல நன ஒர நபரடம கடகதபத சல நரஙகளல எனத மனனஞசலல நன பயனபடததம மறறர சறறடர,0
நன கடகறன பனனர நன சலகறன,0
மனகடடய நனற அதவத நஙகள பகறரகள எனற நன நமபகறன,0
மனகடடய உஙகளகக நனற சலலஙகள,0
யரவத தவற சயதரநதல மனகடடய நனற அவர அதப பறற மகவம வரததபபடகறர,0
நஙகள எநத கவலயம இலல எனற சலலலம,0
எநத கவலயம கவலபபட வணடம அதவத அதப பறற கவலபபட வணடம,0
இத நலலத,0
நஙகள வடடறக வநதரகள எனற எநத கவலயம இலல உஙகள நணபரகள அனவரம உஙகள படககயல அமரநதரககறரகள,0
நஙகள இஙக எனன சயகறரகள எனபத பல இஙக எனன நடககறத,0
நஙகள எதயவத படககவலல எனறல எனன நடககறத அலலத நஙகள எபபதம கடகககடய நபரகக இத பரயவலல எனறல நன உனன சரயகப பறறன,0
பனனர மல சனற நஙகள எஙகரநத வநதரகள எனபத வளககஙகள நன உனன சரயகப பறறன,0
அழதபட வரததபபட வணடம எனற நஙகள யரயவத கடடல அத மனதல களள வணடம எனற சலலலம,0
தவரமக கவலபபடதரகள அத இதயததறக எடததக களளதரகள,0
ஒர சறறடரன ஒர பகதய நஙகள படககவலலய எனற கடக மறறர வழ கடச வரததய நன படககவலல எனற நஙகள கறலம,0
எனன மனனககவம,0
யரவத மழ சறறடரயம மணடம மணடம சயய வரமபனல கடச வரததய நன படககவலல எனபதல நஙகள அத மணடம சயய மடயம,0
நஙகள மனனககவம சலலலம,0
நஙகள பஸயக இரநததல நன கடகவலல,0
ஒரவள நஙகள தலபசயல பசககணடரககலம யர உஙகளடன பசககணடரககலம நஙகள அபபட இரககறரகள,0
கடவள,0
மனனககவம நன கடகவலல,0
நஙகள அத மணடம சயய மடயம,0
எனன மனனககவம,0
நன எபபதம பயனபடததம மறறர சறறடர நன கடகவலல,0
உஙகள கபய என மல வடடல கவலபபட வணடம எனபத ஒர பரடடலல,0
அத ஒர பரடடலல,0
நன நலமக இரபபன,0
நன நன எபபடயம சலவ சயயப பகறன,0
நஙகள யரவத அதரஷடம வரமபனல பரவயலல,0
நன எபபதம சயகறன நஙகள வரலகளக கடநதவடடரகள எனற சலலலம நஙகள வரலகளக கடககறரகள,0
வரலகள தணடன,0
அமரககரகள பயனபடததம மறறர சறறடர ஓ மசமனத அத வளகககறத,0
நலம எனனவனறல நஙகள எதயவத பறவலல பனனர நஙகள கடதல வளவப பறவரகள நஙகள அதப பறவரகள,0
நஙகள ஓ பனறவர அத வளககம அத வளகககறத,0
வரததபபட வணடம எனற நபரடம சலவதறகன மறறர வழ எனனவனறல அத சரயலல எனற நஙகள சலலலம,0
நஙகள அவரடன பச வரமபம ஒர நபரன பயர உஙகளடம இலலயனறல வஷயஙகள வரததபபட வணடம,0
நஙகள தநதரவ சயய மனனககவம நஙகள பரககறரகள எனற உஙகளககத தரயம,0
யர பஸயக இரபபதல உஙகள தநதரவ சயய எபபதம மனனககவம பனனர நஙகள மல சனற கடகலம,0
உஙகள தநதரவ சயததறக மனனககவம,0
நஙகள யர ஒரவரகக நடவல இரநதல நஙகள எதயவத கடகலம நஙகள ஏத நடவல இரககறரகள யர ஒரவர நஙகள சலவதச சயயமபட யர கடகறரகள நன வரநதகறன,0
ஒர நமடததல நன உஙகளடன இரபபன நன உஙகளடன இரபபன பறக நஙகள ஏதவத சயவதத தடஙகஙகள நஙகள எஙகரநதம எனற நஙகள கறகறரகள,0
நஙகள எபபத இரநதம எனபத நஙகள எபபத நறததனம நஙகள அத மணடம சயய வணடம ஏனனறல இத யர ஒரவர தவற சயயம ஒல,0
எனவ நஙகள உரயடலன நடவல இரநதல நஙகள மணடம எஙகரநதம எனபதப பயறச சயவதறகன சறநத வழயகம,0
மறறவர எனன சலகறர அத நஙகள பறவலல நஙகள சலவதகவம களவககறயடன இரபபதகவம கறலம,0
இதன பரள அநத நபர மணடம மணடம சயயத தணடகறத,0
நஙகள சலலக கணடரநதரகள,0
யர ஒரவர தனத கனவகளன வல கடததல நஙகள அதரஷடசல எனற சலலலம அலலத யர ஒரவர அதரஷடம பனற அவரகளன கனவகளன பலகலககழகததல இறஙகனரகள இத உஙகளகக அதரஷடசல எனற வழததவதறகன ஒர வழயகம அலலத அவர அதரஷடசல எனற வலயறததவதப பனறத,0
நஙகள மகவம கபமக இரபபத நன மகவம கபமக இரநததப பல நன வளயறனன எனற சலவத இத மகவம கபமக இரககறத,0
ஓ இத கடடததடட பததயம பனறத,0
சநத பசசளரகள பயனபடததவத உஙகளகக நலலத எனற நன மறறர சறறடர வளபபடததனன நன பதவ உயரவ பறறன எனற நஙகள கறமபத இத நரமற மறறம எதரமறயக இரககலம மலம அவரகள உஙகளகக நலலத எனற சனனல வழததககள மறறம சல சமயஙகளல நன இநத இடதத வடட வளயறகறன எனற சனனல,0
அவ உஙகளகக நலலத பல இரககம அத நஙகள இலலமல நனறக இரககம இத ஒர எதரமற அரததமகம எனவ உணமயல உளளணரவக களஙகள,0
ஏதனம உஙகளகக ஆசசரயமக இரநதல ஓ கடவள பல எனன வளயடகறரகள எனற சலலலம,0
யரயவத பனனகககச சலலவம மகழசசயக இரககவம நஙகள எனன வளயடகறரகள எனற எனனல நமப மடயவலல நஙகள எபபதம உறசகபபடததஙகள எனற சலலலம,0
நஙகள யரவத அழவதப பலவம நடககத ஒனறப பறற பகர சயவதகவம வரமபனல நஙகள வரஙகள எனற சலலலம நன அத சயய மடயம,0
வ,0
நஙகள அத சயய மடயம நஙகள டஃபள கடநத சலல மடயம நஙகள வரம கமடட கடநத சலலலம,0
யர ஒரவர நனறகச சயலபடகறரகளனல நஙகள அதச சயயலம நலல வலயத தடரச சலலஙகள உஙகளப பலவ நலலவரகளக இரஙகள நலல வலயத தடரஙகள மறறர சறறடரக இரபபத பசசவழகக இததன அமரககரகள சல,0
அத எரகறத அதவத கலஃபரனயவல பல அமரககரகள சனனத ஆசசரயமக இரககறத,0
ஓ அத எரகறத ஒரவள நஙகள அத படலகளல கடடரககலம தலவகளககப பறக யரவத வறறகரமக இரநதல நஙகள அஙக சலலலம எனற நன சனனன நஙகள அதச சயயப பகறரகள எனற சனனன நஙகள சரவக இரககறரகள எனற யரவத உஙகளடம கடடல நஙகள சரவடயவலல எனற சலல வரமபனல ஒர பட இலல எனற சலல மடயம,0
நன தடர வரமபகறன யரவத உஙகளடம கடகமபத நன சரவடயவலல எனபத உஙகளககத தரயம அதறக இடமலல எனற நஙகள சலல மடயம எனபதல உறதயக இரககறரகள,0
நஙகள யரயவத எஸஎமஎஸ சயய வரமபனல அலலத உரகக உர எனற ஒர சயதய அவரகளகக அனபப வரமபனல அமரககவல சநதகம இரகக இடமலல எனவ நன உஙகளகக உர அனபபவன எனறல நன உஙகளகக ஒர சயதய வடஸஅப அலலத ஒர தநத அலலத ததர மலம அனபபவன வரததபபட வணடம எனற யரயவத உறசகபபடதத மணடம உஙகளகக உர அனபபஙகள நஙகள ஏன அழகறரகள எனபத பல அத மதபபககரயத அலல எனற சலலலம,0
அத மதபப இலல,0
நஙகள அதப பறற அழகற பரசசனய வட நஙகள மகவம சறநதவர உஙகள கணணரகக மதபப இலல,0
அத மதபபககரயத அலல நஙகள ரக எனற சறறடர நன தனபபடட மறயல வரமபகறன அதவத நஙகள ஆசசரயபபடகறரகள,0
கடவள,0
நஙகள ரக ய ரக,0
இலல நஙகள ஒர அறபதமன வலயச சயதளளரகள,0
யர ஒரவர நனறக வல சயயவலல எனறல நஙகள ரக சயகறரகள மலம அவரகள கடனமக உழகக வணடம எனற நஙகள வரமபகறரகள நஙகள ஒர கடதல மல சலல வணடம எனற சலலலம அதவத கடனமக உழபபத பல நஙகள ஒர கடதல மல சலல வணடம,0
அத வஷயததச சலவதறகன மறறர வழ கடனமக உழபபத பனற உஙகள வளயடட மடககவடஙகள,0
யரவத அழகறரகள அத வரமபவலல எனறல,0
அத உஙகள மழகடபபத பல மழகவடம அதவத உஙகள நஙகள ஒனறக இழதத உஙகள ஒனறக இழககவம,0
ஏய மறறர சறறடர ஒனறக அமதபபடததக களளஙகள,0
நஙகள எனன வறறத நன வரமபகறன ஏனனறல சல நரஙகளல மககள தஙகள பயணதத அலலத அவரகள வஙகய யரயவத வவரககறரகள அவரகள அத நனறக வவரககறரகள,0
நன அதய வஙக வரமபகறன அவரகள அத வறறரகள எனற நன அவரகளடம சலகறன நஙகள எனன வறறரகள நன இத சரயக வஙக மடடன உரயடலல உஙகளகக ஆரவம இலலயனறல எனன வறறரகள,0
நஙகள உடகரநதரபபதப பல நஙகள கறவக கவலபபட மடயவலல எனற சலலலம இத மகவம சலபபக இரககறத,0
எனகக ஆரவம இலல,0
யரவத உஙகளடம ஏதவத கடடல எனனல கறவகக கவனகக மடயவலல இத எனத மலலயன டலரகள எடததக களளஙகள எனற யரவத சலவத பல இத உஙகளகக மகவம எளதன மடவ,0
இத ஒர மள இலல எனற நஙகள கறகறரகள,0
நன அத எடதத சலகறன,0
இத ஒர மளசசலவ அலல நஙகள ஏதவத தவற சயதரநதல அத உஙகளகக மகவம எளதன மடவ அத ஒபபககணடல நன ஆமம தழரகள எனற சனனன,0
எனகக தரயம,0
எனன மனனககவம,0
